Case_ID,Activity,Timestamp,Resource,Next_Timestamp,Activity_Duration_Hours
249,Credit Check,2024-01-19 02:00:00,System,2024-01-20 23:00:00,45.0
249,Payment Processed,2024-01-20 23:00:00,Manager,2024-01-23 04:00:00,53.0
249,Order Packed,2024-01-23 04:00:00,Manager,2024-01-24 10:00:00,30.0
249,Order Shipped,2024-01-24 10:00:00,Manager,2024-01-24 18:00:00,8.0
249,Order Delivered,2024-01-24 18:00:00,Logistics,,
250,Order Created,2024-02-24 19:00:00,Logistics,2024-02-27 16:00:00,69.0
250,Order Approved,2024-02-27 16:00:00,Logistics,2024-02-28 23:00:00,31.0
250,Credit Check,2024-02-28 23:00:00,Logistics,2024-03-01 14:00:00,39.0
250,Payment Processed,2024-03-01 14:00:00,System,2024-03-03 17:00:00,51.0
250,Order Packed,2024-03-03 17:00:00,System,2024-03-06 10:00:00,65.0
250,Order Shipped,2024-03-06 10:00:00,Manager,2024-03-09 05:00:00,67.0
250,Order Delivered,2024-03-09 05:00:00,Manager,,
251,Order Created,2024-02-13 19:00:00,System,2024-02-16 05:00:00,58.0
251,Order Approved,2024-02-16 05:00:00,Finance Team,2024-02-17 03:00:00,22.0
251,Credit Check,2024-02-17 03:00:00,Finance Team,2024-02-18 04:00:00,25.0
251,Payment Processed,2024-02-18 04:00:00,Finance Team,2024-02-18 10:00:00,6.0
251,Order Packed,2024-02-18 10:00:00,Logistics,2024-02-18 21:00:00,11.0
251,Order Shipped,2024-02-18 21:00:00,Logistics,2024-02-19 23:00:00,26.0
251,Order Delivered,2024-02-19 23:00:00,Finance Team,,
252,Order Created,2024-02-24 10:00:00,Warehouse,2024-02-24 19:00:00,9.0
252,Order Approved,2024-02-24 19:00:00,System,2024-02-26 21:00:00,50.0
252,Credit Check,2024-02-26 21:00:00,Manager,2024-02-29 00:00:00,51.0
252,Payment Processed,2024-02-29 00:00:00,Manager,2024-03-01 18:00:00,42.0
252,Order Packed,2024-03-01 18:00:00,Warehouse,2024-03-04 13:00:00,67.0
252,Order Shipped,2024-03-04 13:00:00,Logistics,2024-03-04 15:00:00,2.0
252,Order Delivered,2024-03-04 15:00:00,Manager,,
253,Order Created,2024-02-09 19:00:00,Logistics,2024-02-10 10:00:00,15.0
253,Order Approved,2024-02-10 10:00:00,Logistics,2024-02-11 06:00:00,20.0
253,Credit Check,2024-02-11 06:00:00,Finance Team,2024-02-11 19:00:00,13.0
253,Payment Processed,2024-02-11 19:00:00,System,2024-02-12 08:00:00,13.0
253,Order Packed,2024-02-12 08:00:00,Warehouse,2024-02-15 05:00:00,69.0
253,Order Shipped,2024-02-15 05:00:00,Warehouse,2024-02-17 10:00:00,53.0
253,Order Delivered,2024-02-17 10:00:00,Warehouse,,
254,Order Created,2024-01-27 15:00:00,Manager,2024-01-30 04:00:00,61.0
254,Order Approved,2024-01-30 04:00:00,System,2024-01-31 03:00:00,23.0
254,Credit Check,2024-01-31 03:00:00,Warehouse,2024-02-02 07:00:00,52.0
254,Payment Processed,2024-02-02 07:00:00,Finance Team,2024-02-04 11:00:00,52.0
254,Order Packed,2024-02-04 11:00:00,System,2024-02-06 14:00:00,51.0
254,Order Shipped,2024-02-06 14:00:00,Warehouse,2024-02-07 21:00:00,31.0
254,Order Delivered,2024-02-07 21:00:00,System,,
255,Order Created,2024-02-19 13:00:00,Warehouse,2024-02-21 13:00:00,48.0
255,Order Approved,2024-02-21 13:00:00,System,2024-02-23 09:00:00,44.0
255,Credit Check,2024-02-23 09:00:00,Warehouse,2024-02-25 01:00:00,40.0
255,Payment Processed,2024-02-25 01:00:00,Warehouse,2024-02-27 16:00:00,63.0
255,Order Packed,2024-02-27 16:00:00,System,2024-02-28 22:00:00,30.0
255,Order Shipped,2024-02-28 22:00:00,Finance Team,2024-03-01 13:00:00,39.0
255,Order Delivered,2024-03-01 13:00:00,Logistics,,
256,Order Created,2024-02-20 18:00:00,Warehouse,2024-02-23 00:00:00,54.0
256,Order Approved,2024-02-23 00:00:00,Manager,2024-02-23 12:00:00,12.0
256,Credit Check,2024-02-23 12:00:00,Finance Team,2024-02-25 21:00:00,57.0
256,Payment Processed,2024-02-25 21:00:00,Finance Team,2024-02-28 02:00:00,53.0
256,Order Packed,2024-02-28 02:00:00,Logistics,2024-03-01 21:00:00,67.0
256,Order Shipped,2024-03-01 21:00:00,Warehouse,2024-03-02 05:00:00,8.0
256,Order Delivered,2024-03-02 05:00:00,Manager,,
257,Order Created,2024-02-20 21:00:00,System,2024-02-22 13:00:00,40.0
257,Order Approved,2024-02-22 13:00:00,Manager,2024-02-24 17:00:00,52.0
257,Credit Check,2024-02-24 17:00:00,Finance Team,2024-02-27 13:00:00,68.0
257,Payment Processed,2024-02-27 13:00:00,Manager,2024-02-27 17:00:00,4.0
257,Order Packed,2024-02-27 17:00:00,Finance Team,2024-02-28 18:00:00,25.0
257,Order Shipped,2024-02-28 18:00:00,Finance Team,2024-02-29 02:00:00,8.0
257,Order Delivered,2024-02-29 02:00:00,Finance Team,,
258,Order Created,2024-01-05 11:00:00,System,2024-01-07 10:00:00,47.0
258,Order Approved,2024-01-07 10:00:00,Finance Team,2024-01-08 22:00:00,36.0
258,Credit Check,2024-01-08 22:00:00,Warehouse,2024-01-11 10:00:00,60.0
258,Payment Processed,2024-01-11 10:00:00,Manager,2024-01-13 13:00:00,51.0
258,Order Packed,2024-01-13 13:00:00,System,2024-01-13 17:00:00,4.0
258,Order Shipped,2024-01-13 17:00:00,Finance Team,2024-01-15 17:00:00,48.0
258,Order Delivered,2024-01-15 17:00:00,Logistics,,
259,Order Created,2024-02-10 10:00:00,Finance Team,2024-02-12 23:00:00,61.0
259,Order Approved,2024-02-12 23:00:00,Manager,2024-02-15 22:00:00,71.0
259,Credit Check,2024-02-15 22:00:00,Warehouse,2024-02-17 19:00:00,45.0
259,Payment Processed,2024-02-17 19:00:00,Finance Team,2024-02-19 05:00:00,34.0
259,Order Packed,2024-02-19 05:00:00,System,2024-02-20 18:00:00,37.0
259,Order Shipped,2024-02-20 18:00:00,System,2024-02-22 20:00:00,50.0
259,Order Delivered,2024-02-22 20:00:00,System,,
260,Order Created,2024-01-12 04:00:00,Finance Team,2024-01-13 09:00:00,29.0
260,Order Approved,2024-01-13 09:00:00,Finance Team,2024-01-14 20:00:00,35.0
260,Credit Check,2024-01-14 20:00:00,Logistics,2024-01-17 14:00:00,66.0
260,Payment Processed,2024-01-17 14:00:00,System,2024-01-17 16:00:00,2.0
260,Order Packed,2024-01-17 16:00:00,Logistics,2024-01-18 09:00:00,17.0
260,Order Shipped,2024-01-18 09:00:00,Finance Team,2024-01-18 11:00:00,2.0
260,Order Delivered,2024-01-18 11:00:00,Finance Team,,
261,Order Created,2024-01-18 16:00:00,Warehouse,2024-01-20 23:00:00,55.0
261,Order Approved,2024-01-20 23:00:00,Logistics,2024-01-22 20:00:00,45.0
261,Credit Check,2024-01-22 20:00:00,Logistics,2024-01-24 05:00:00,33.0
261,Payment Processed,2024-01-24 05:00:00,Finance Team,2024-01-26 17:00:00,60.0
261,Order Packed,2024-01-26 17:00:00,Warehouse,2024-01-29 12:00:00,67.0
261,Order Shipped,2024-01-29 12:00:00,Manager,2024-01-31 15:00:00,51.0
261,Order Delivered,2024-01-31 15:00:00,Manager,,
262,Order Created,2024-01-07 01:00:00,Manager,2024-01-09 01:00:00,48.0
262,Order Approved,2024-01-09 01:00:00,Manager,2024-01-10 14:00:00,37.0
262,Credit Check,2024-01-10 14:00:00,Warehouse,2024-01-11 04:00:00,14.0
262,Payment Processed,2024-01-11 04:00:00,Logistics,2024-01-11 13:00:00,9.0
262,Order Packed,2024-01-11 13:00:00,Warehouse,2024-01-13 01:00:00,36.0
262,Order Shipped,2024-01-13 01:00:00,Warehouse,2024-01-14 13:00:00,36.0
262,Order Delivered,2024-01-14 13:00:00,Warehouse,,
263,Order Created,2024-02-12 15:00:00,Finance Team,2024-02-13 11:00:00,20.0
263,Order Approved,2024-02-13 11:00:00,Manager,2024-02-14 18:00:00,31.0
263,Credit Check,2024-02-14 18:00:00,System,2024-02-16 22:00:00,52.0
263,Payment Processed,2024-02-16 22:00:00,Warehouse,2024-02-17 16:00:00,18.0
263,Order Packed,2024-02-17 16:00:00,System,2024-02-20 08:00:00,64.0
263,Order Shipped,2024-02-20 08:00:00,Warehouse,2024-02-21 18:00:00,34.0
263,Order Delivered,2024-02-21 18:00:00,Logistics,,
264,Order Created,2024-01-28 02:00:00,System,2024-01-29 03:00:00,25.0
264,Order Approved,2024-01-29 03:00:00,Warehouse,2024-01-30 08:00:00,29.0
264,Credit Check,2024-01-30 08:00:00,Manager,2024-02-01 21:00:00,61.0
264,Payment Processed,2024-02-01 21:00:00,Warehouse,2024-02-04 14:00:00,65.0
264,Order Packed,2024-02-04 14:00:00,Warehouse,2024-02-05 12:00:00,22.0
264,Order Shipped,2024-02-05 12:00:00,Manager,2024-02-06 12:00:00,24.0
264,Order Delivered,2024-02-06 12:00:00,Warehouse,,
265,Order Created,2024-01-09 13:00:00,Finance Team,2024-01-10 23:00:00,34.0
265,Order Approved,2024-01-10 23:00:00,Manager,2024-01-11 23:00:00,24.0
265,Credit Check,2024-01-11 23:00:00,Warehouse,2024-01-12 11:00:00,12.0
265,Payment Processed,2024-01-12 11:00:00,Finance Team,2024-01-14 09:00:00,46.0
265,Order Packed,2024-01-14 09:00:00,Finance Team,2024-01-16 01:00:00,40.0
265,Order Shipped,2024-01-16 01:00:00,Logistics,2024-01-17 20:00:00,43.0
265,Order Delivered,2024-01-17 20:00:00,Warehouse,,
266,Order Created,2024-01-18 14:00:00,Logistics,2024-01-19 06:00:00,16.0
266,Order Approved,2024-01-19 06:00:00,Logistics,2024-01-19 13:00:00,7.0
266,Credit Check,2024-01-19 13:00:00,Manager,2024-01-19 23:00:00,10.0
266,Payment Processed,2024-01-19 23:00:00,Logistics,2024-01-21 00:00:00,25.0
266,Order Packed,2024-01-21 00:00:00,Manager,2024-01-21 16:00:00,16.0
266,Order Shipped,2024-01-21 16:00:00,Logistics,2024-01-24 12:00:00,68.0
266,Order Delivered,2024-01-24 12:00:00,Warehouse,,
267,Order Created,2024-01-27 07:00:00,Finance Team,2024-01-28 01:00:00,18.0
267,Order Approved,2024-01-28 01:00:00,Finance Team,2024-01-29 21:00:00,44.0
267,Credit Check,2024-01-29 21:00:00,Logistics,2024-02-01 08:00:00,59.0
267,Payment Processed,2024-02-01 08:00:00,Finance Team,2024-02-03 01:00:00,41.0
267,Order Packed,2024-02-03 01:00:00,Finance Team,2024-02-03 12:00:00,11.0
267,Order Shipped,2024-02-03 12:00:00,Logistics,2024-02-05 07:00:00,43.0
267,Order Delivered,2024-02-05 07:00:00,Finance Team,,
268,Order Created,2024-01-21 08:00:00,System,2024-01-23 18:00:00,58.0
268,Order Approved,2024-01-23 18:00:00,Warehouse,2024-01-24 21:00:00,27.0
268,Credit Check,2024-01-24 21:00:00,Finance Team,2024-01-25 18:00:00,21.0
268,Payment Processed,2024-01-25 18:00:00,Logistics,2024-01-26 06:00:00,12.0
268,Order Packed,2024-01-26 06:00:00,Finance Team,2024-01-28 14:00:00,56.0
268,Order Shipped,2024-01-28 14:00:00,Logistics,2024-01-30 18:00:00,52.0
268,Order Delivered,2024-01-30 18:00:00,Logistics,,
269,Order Created,2024-02-02 02:00:00,System,2024-02-02 07:00:00,5.0
269,Order Approved,2024-02-02 07:00:00,Manager,2024-02-03 09:00:00,26.0
269,Credit Check,2024-02-03 09:00:00,Warehouse,2024-02-03 11:00:00,2.0
269,Payment Processed,2024-02-03 11:00:00,Warehouse,2024-02-06 07:00:00,68.0
269,Order Packed,2024-02-06 07:00:00,Finance Team,2024-02-06 10:00:00,3.0
269,Order Shipped,2024-02-06 10:00:00,System,2024-02-07 18:00:00,32.0
269,Order Delivered,2024-02-07 18:00:00,Finance Team,,
270,Order Created,2024-02-15 21:00:00,Warehouse,2024-02-16 14:00:00,17.0
270,Order Approved,2024-02-16 14:00:00,System,2024-02-18 16:00:00,50.0
270,Credit Check,2024-02-18 16:00:00,Manager,2024-02-20 08:00:00,40.0
270,Payment Processed,2024-02-20 08:00:00,Finance Team,2024-02-20 17:00:00,9.0
270,Order Packed,2024-02-20 17:00:00,System,2024-02-22 08:00:00,39.0
270,Order Shipped,2024-02-22 08:00:00,Warehouse,2024-02-24 19:00:00,59.0
270,Order Delivered,2024-02-24 19:00:00,Manager,,
271,Order Created,2024-02-10 20:00:00,Warehouse,2024-02-13 04:00:00,56.0
271,Order Approved,2024-02-13 04:00:00,Finance Team,2024-02-15 00:00:00,44.0
271,Credit Check,2024-02-15 00:00:00,Logistics,2024-02-16 22:00:00,46.0
271,Payment Processed,2024-02-16 22:00:00,Finance Team,2024-02-17 20:00:00,22.0
271,Order Packed,2024-02-17 20:00:00,Logistics,2024-02-17 23:00:00,3.0
271,Order Shipped,2024-02-17 23:00:00,Finance Team,2024-02-19 04:00:00,29.0
271,Order Delivered,2024-02-19 04:00:00,Finance Team,,
272,Order Created,2024-01-14 03:00:00,Manager,2024-01-16 20:00:00,65.0
272,Order Approved,2024-01-16 20:00:00,Finance Team,2024-01-17 12:00:00,16.0
272,Credit Check,2024-01-17 12:00:00,Warehouse,2024-01-17 17:00:00,5.0
272,Payment Processed,2024-01-17 17:00:00,Logistics,2024-01-19 02:00:00,33.0
272,Order Packed,2024-01-19 02:00:00,Manager,2024-01-19 09:00:00,7.0
272,Order Shipped,2024-01-19 09:00:00,Manager,2024-01-19 16:00:00,7.0
272,Order Delivered,2024-01-19 16:00:00,System,,
273,Order Created,2024-02-11 03:00:00,System,2024-02-11 18:00:00,15.0
273,Order Approved,2024-02-11 18:00:00,Logistics,2024-02-14 03:00:00,57.0
273,Credit Check,2024-02-14 03:00:00,Logistics,2024-02-14 19:00:00,16.0
273,Payment Processed,2024-02-14 19:00:00,Manager,2024-02-16 04:00:00,33.0
273,Order Packed,2024-02-16 04:00:00,Logistics,2024-02-17 00:00:00,20.0
273,Order Shipped,2024-02-17 00:00:00,Finance Team,2024-02-17 02:00:00,2.0
273,Order Delivered,2024-02-17 02:00:00,Warehouse,,
274,Order Created,2024-01-27 13:00:00,Manager,2024-01-29 00:00:00,35.0
274,Order Approved,2024-01-29 00:00:00,Manager,2024-01-29 18:00:00,18.0
274,Credit Check,2024-01-29 18:00:00,Logistics,2024-01-30 08:00:00,14.0
274,Payment Processed,2024-01-30 08:00:00,Manager,2024-01-31 00:00:00,16.0
274,Order Packed,2024-01-31 00:00:00,Warehouse,2024-01-31 15:00:00,15.0
274,Order Shipped,2024-01-31 15:00:00,System,2024-02-03 07:00:00,64.0
274,Order Delivered,2024-02-03 07:00:00,Finance Team,,
275,Order Created,2024-02-09 02:00:00,Warehouse,2024-02-11 21:00:00,67.0
275,Order Approved,2024-02-11 21:00:00,Finance Team,2024-02-13 19:00:00,46.0
275,Credit Check,2024-02-13 19:00:00,Logistics,2024-02-15 09:00:00,38.0
275,Payment Processed,2024-02-15 09:00:00,Finance Team,2024-02-15 15:00:00,6.0
275,Order Packed,2024-02-15 15:00:00,Manager,2024-02-18 07:00:00,64.0
275,Order Shipped,2024-02-18 07:00:00,Finance Team,2024-02-20 21:00:00,62.0
275,Order Delivered,2024-02-20 21:00:00,Warehouse,,
276,Order Created,2024-01-16 01:00:00,System,2024-01-16 13:00:00,12.0
276,Order Approved,2024-01-16 13:00:00,System,2024-01-19 05:00:00,64.0
276,Credit Check,2024-01-19 05:00:00,Finance Team,2024-01-19 17:00:00,12.0
276,Payment Processed,2024-01-19 17:00:00,Manager,2024-01-20 03:00:00,10.0
276,Order Packed,2024-01-20 03:00:00,System,2024-01-21 12:00:00,33.0
276,Order Shipped,2024-01-21 12:00:00,Finance Team,2024-01-23 23:00:00,59.0
276,Order Delivered,2024-01-23 23:00:00,Warehouse,,
277,Order Created,2024-01-19 12:00:00,System,2024-01-20 01:00:00,13.0
277,Order Approved,2024-01-20 01:00:00,Finance Team,2024-01-20 07:00:00,6.0
277,Credit Check,2024-01-20 07:00:00,Warehouse,2024-01-22 06:00:00,47.0
277,Payment Processed,2024-01-22 06:00:00,Warehouse,2024-01-24 13:00:00,55.0
277,Order Packed,2024-01-24 13:00:00,System,2024-01-25 02:00:00,13.0
277,Order Shipped,2024-01-25 02:00:00,System,2024-01-25 04:00:00,2.0
277,Order Delivered,2024-01-25 04:00:00,Finance Team,,
278,Order Created,2024-02-12 22:00:00,Warehouse,2024-02-14 20:00:00,46.0
278,Order Approved,2024-02-14 20:00:00,Logistics,2024-02-16 07:00:00,35.0
278,Credit Check,2024-02-16 07:00:00,System,2024-02-18 07:00:00,48.0
278,Payment Processed,2024-02-18 07:00:00,Warehouse,2024-02-19 07:00:00,24.0
278,Order Packed,2024-02-19 07:00:00,System,2024-02-21 11:00:00,52.0
278,Order Shipped,2024-02-21 11:00:00,Logistics,2024-02-23 22:00:00,59.0
278,Order Delivered,2024-02-23 22:00:00,Warehouse,,
279,Order Created,2024-02-25 02:00:00,Logistics,2024-02-27 08:00:00,54.0
279,Order Approved,2024-02-27 08:00:00,Finance Team,2024-02-27 23:00:00,15.0
279,Credit Check,2024-02-27 23:00:00,Finance Team,2024-02-28 07:00:00,8.0
279,Payment Processed,2024-02-28 07:00:00,Finance Team,2024-02-28 21:00:00,14.0
279,Order Packed,2024-02-28 21:00:00,Logistics,2024-03-02 11:00:00,62.0
279,Order Shipped,2024-03-02 11:00:00,Manager,2024-03-04 20:00:00,57.0
279,Order Delivered,2024-03-04 20:00:00,Finance Team,,
280,Order Created,2024-02-11 01:00:00,Warehouse,2024-02-11 05:00:00,4.0
280,Order Approved,2024-02-11 05:00:00,Finance Team,2024-02-13 19:00:00,62.0
280,Credit Check,2024-02-13 19:00:00,Logistics,2024-02-14 10:00:00,15.0
280,Payment Processed,2024-02-14 10:00:00,Logistics,2024-02-16 19:00:00,57.0
280,Order Packed,2024-02-16 19:00:00,System,2024-02-17 04:00:00,9.0
280,Order Shipped,2024-02-17 04:00:00,Warehouse,2024-02-18 21:00:00,41.0
280,Order Delivered,2024-02-18 21:00:00,System,,
281,Order Created,2024-02-17 20:00:00,Manager,2024-02-19 01:00:00,29.0
281,Order Approved,2024-02-19 01:00:00,Warehouse,2024-02-21 20:00:00,67.0
281,Credit Check,2024-02-21 20:00:00,Manager,2024-02-22 09:00:00,13.0
281,Payment Processed,2024-02-22 09:00:00,Logistics,2024-02-23 17:00:00,32.0
281,Order Packed,2024-02-23 17:00:00,Logistics,2024-02-25 14:00:00,45.0
281,Order Shipped,2024-02-25 14:00:00,Logistics,2024-02-26 10:00:00,20.0
281,Order Delivered,2024-02-26 10:00:00,Manager,,
282,Order Created,2024-02-27 07:00:00,System,2024-02-28 04:00:00,21.0
282,Order Approved,2024-02-28 04:00:00,Manager,2024-03-01 17:00:00,61.0
282,Credit Check,2024-03-01 17:00:00,Logistics,2024-03-02 15:00:00,22.0
282,Payment Processed,2024-03-02 15:00:00,System,2024-03-05 06:00:00,63.0
282,Order Packed,2024-03-05 06:00:00,Warehouse,2024-03-06 13:00:00,31.0
282,Order Shipped,2024-03-06 13:00:00,Warehouse,2024-03-08 01:00:00,36.0
282,Order Delivered,2024-03-08 01:00:00,System,,
283,Order Created,2024-02-03 05:00:00,Manager,2024-02-05 06:00:00,49.0
283,Order Approved,2024-02-05 06:00:00,Logistics,2024-02-06 13:00:00,31.0
283,Credit Check,2024-02-06 13:00:00,System,2024-02-09 00:00:00,59.0
283,Payment Processed,2024-02-09 00:00:00,Logistics,2024-02-11 10:00:00,58.0
283,Order Packed,2024-02-11 10:00:00,System,2024-02-14 02:00:00,64.0
283,Order Shipped,2024-02-14 02:00:00,Logistics,2024-02-15 19:00:00,41.0
283,Order Delivered,2024-02-15 19:00:00,System,,
284,Order Created,2024-02-01 03:00:00,System,2024-02-03 07:00:00,52.0
284,Order Approved,2024-02-03 07:00:00,Logistics,2024-02-03 12:00:00,5.0
284,Credit Check,2024-02-03 12:00:00,Manager,2024-02-06 11:00:00,71.0
284,Payment Processed,2024-02-06 11:00:00,System,2024-02-06 23:00:00,12.0
284,Order Packed,2024-02-06 23:00:00,Manager,2024-02-08 14:00:00,39.0
284,Order Shipped,2024-02-08 14:00:00,Manager,2024-02-11 14:00:00,72.0
284,Order Delivered,2024-02-11 14:00:00,Finance Team,,
285,Order Created,2024-02-13 11:00:00,Warehouse,2024-02-15 10:00:00,47.0
285,Order Approved,2024-02-15 10:00:00,System,2024-02-16 15:00:00,29.0
285,Credit Check,2024-02-16 15:00:00,Logistics,2024-02-18 10:00:00,43.0
285,Payment Processed,2024-02-18 10:00:00,Manager,2024-02-20 23:00:00,61.0
285,Order Packed,2024-02-20 23:00:00,Warehouse,2024-02-23 09:00:00,58.0
285,Order Shipped,2024-02-23 09:00:00,System,2024-02-23 22:00:00,13.0
285,Order Delivered,2024-02-23 22:00:00,Finance Team,,
286,Order Created,2024-01-02 20:00:00,Warehouse,2024-01-04 10:00:00,38.0
286,Order Approved,2024-01-04 10:00:00,Manager,2024-01-07 05:00:00,67.0
286,Credit Check,2024-01-07 05:00:00,Warehouse,2024-01-07 19:00:00,14.0
286,Payment Processed,2024-01-07 19:00:00,System,2024-01-08 17:00:00,22.0
286,Order Packed,2024-01-08 17:00:00,Logistics,2024-01-09 11:00:00,18.0
286,Order Shipped,2024-01-09 11:00:00,Logistics,2024-01-10 01:00:00,14.0
286,Order Delivered,2024-01-10 01:00:00,Warehouse,,
287,Order Created,2024-02-10 02:00:00,Finance Team,2024-02-10 18:00:00,16.0
287,Order Approved,2024-02-10 18:00:00,Logistics,2024-02-11 22:00:00,28.0
287,Credit Check,2024-02-11 22:00:00,Logistics,2024-02-12 23:00:00,25.0
287,Payment Processed,2024-02-12 23:00:00,Warehouse,2024-02-13 13:00:00,14.0
287,Order Packed,2024-02-13 13:00:00,Logistics,2024-02-13 19:00:00,6.0
287,Order Shipped,2024-02-13 19:00:00,Manager,2024-02-14 11:00:00,16.0
287,Order Delivered,2024-02-14 11:00:00,Logistics,,
288,Order Created,2024-02-01 17:00:00,Finance Team,2024-02-04 09:00:00,64.0
288,Order Approved,2024-02-04 09:00:00,System,2024-02-07 05:00:00,68.0
288,Credit Check,2024-02-07 05:00:00,System,2024-02-10 04:00:00,71.0
288,Payment Processed,2024-02-10 04:00:00,Logistics,2024-02-12 18:00:00,62.0
288,Order Packed,2024-02-12 18:00:00,Manager,2024-02-13 17:00:00,23.0
288,Order Shipped,2024-02-13 17:00:00,Manager,2024-02-14 16:00:00,23.0
288,Order Delivered,2024-02-14 16:00:00,Finance Team,,
289,Order Created,2024-01-09 02:00:00,Manager,2024-01-10 20:00:00,42.0
289,Order Approved,2024-01-10 20:00:00,Manager,2024-01-12 22:00:00,50.0
289,Credit Check,2024-01-12 22:00:00,Logistics,2024-01-14 06:00:00,32.0
289,Payment Processed,2024-01-14 06:00:00,Warehouse,2024-01-16 09:00:00,51.0
289,Order Packed,2024-01-16 09:00:00,Warehouse,2024-01-17 23:00:00,38.0
289,Order Shipped,2024-01-17 23:00:00,Logistics,2024-01-18 17:00:00,18.0
289,Order Delivered,2024-01-18 17:00:00,Finance Team,,
290,Order Created,2024-01-29 18:00:00,Warehouse,2024-02-01 17:00:00,71.0
290,Order Approved,2024-02-01 17:00:00,Warehouse,2024-02-04 16:00:00,71.0
290,Credit Check,2024-02-04 16:00:00,Finance Team,2024-02-05 18:00:00,26.0
290,Payment Processed,2024-02-05 18:00:00,Finance Team,2024-02-07 08:00:00,38.0
290,Order Packed,2024-02-07 08:00:00,Warehouse,2024-02-08 01:00:00,17.0
290,Order Shipped,2024-02-08 01:00:00,Finance Team,2024-02-10 18:00:00,65.0
290,Order Delivered,2024-02-10 18:00:00,Manager,,
291,Order Created,2024-02-15 18:00:00,System,2024-02-17 16:00:00,46.0
291,Order Approved,2024-02-17 16:00:00,Manager,2024-02-20 06:00:00,62.0
291,Credit Check,2024-02-20 06:00:00,Manager,2024-02-22 12:00:00,54.0
291,Payment Processed,2024-02-22 12:00:00,Manager,2024-02-24 01:00:00,37.0
291,Order Packed,2024-02-24 01:00:00,Logistics,2024-02-24 03:00:00,2.0
291,Order Shipped,2024-02-24 03:00:00,Manager,2024-02-24 17:00:00,14.0
291,Order Delivered,2024-02-24 17:00:00,System,,
292,Order Created,2024-01-25 19:00:00,System,2024-01-26 03:00:00,8.0
292,Order Approved,2024-01-26 03:00:00,Finance Team,2024-01-27 14:00:00,35.0
292,Credit Check,2024-01-27 14:00:00,Finance Team,2024-01-29 03:00:00,37.0
292,Payment Processed,2024-01-29 03:00:00,Warehouse,2024-01-29 22:00:00,19.0
292,Order Packed,2024-01-29 22:00:00,System,2024-01-31 12:00:00,38.0
292,Order Shipped,2024-01-31 12:00:00,Finance Team,2024-02-03 10:00:00,70.0
292,Order Delivered,2024-02-03 10:00:00,System,,
293,Order Created,2024-01-25 10:00:00,System,2024-01-28 10:00:00,72.0
293,Order Approved,2024-01-28 10:00:00,Finance Team,2024-01-31 10:00:00,72.0
293,Credit Check,2024-01-31 10:00:00,Logistics,2024-02-01 17:00:00,31.0
293,Payment Processed,2024-02-01 17:00:00,Manager,2024-02-03 06:00:00,37.0
293,Order Packed,2024-02-03 06:00:00,System,2024-02-05 07:00:00,49.0
293,Order Shipped,2024-02-05 07:00:00,Logistics,2024-02-07 13:00:00,54.0
293,Order Delivered,2024-02-07 13:00:00,Warehouse,,
294,Order Created,2024-02-05 07:00:00,System,2024-02-06 16:00:00,33.0
294,Order Approved,2024-02-06 16:00:00,Finance Team,2024-02-09 01:00:00,57.0
294,Credit Check,2024-02-09 01:00:00,Finance Team,2024-02-11 01:00:00,48.0
294,Payment Processed,2024-02-11 01:00:00,Manager,2024-02-13 23:00:00,70.0
294,Order Packed,2024-02-13 23:00:00,Manager,2024-02-15 01:00:00,26.0
294,Order Shipped,2024-02-15 01:00:00,Finance Team,2024-02-16 15:00:00,38.0
294,Order Delivered,2024-02-16 15:00:00,Logistics,,
295,Order Created,2024-01-12 10:00:00,Finance Team,2024-01-13 09:00:00,23.0
295,Order Approved,2024-01-13 09:00:00,Manager,2024-01-14 01:00:00,16.0
295,Credit Check,2024-01-14 01:00:00,Logistics,2024-01-14 07:00:00,6.0
295,Payment Processed,2024-01-14 07:00:00,Logistics,2024-01-15 19:00:00,36.0
295,Order Packed,2024-01-15 19:00:00,Manager,2024-01-17 05:00:00,34.0
295,Order Shipped,2024-01-17 05:00:00,Finance Team,2024-01-18 02:00:00,21.0
295,Order Delivered,2024-01-18 02:00:00,Manager,,
296,Order Created,2024-02-25 09:00:00,System,2024-02-27 04:00:00,43.0
296,Order Approved,2024-02-27 04:00:00,Logistics,2024-02-28 00:00:00,20.0
296,Credit Check,2024-02-28 00:00:00,System,2024-02-28 20:00:00,20.0
296,Payment Processed,2024-02-28 20:00:00,Warehouse,2024-02-29 03:00:00,7.0
296,Order Packed,2024-02-29 03:00:00,Manager,2024-03-01 18:00:00,39.0
296,Order Shipped,2024-03-01 18:00:00,Logistics,2024-03-04 17:00:00,71.0
296,Order Delivered,2024-03-04 17:00:00,Warehouse,,
297,Order Created,2024-01-06 17:00:00,Manager,2024-01-07 22:00:00,29.0
297,Order Approved,2024-01-07 22:00:00,Finance Team,2024-01-10 17:00:00,67.0
297,Credit Check,2024-01-10 17:00:00,System,2024-01-13 10:00:00,65.0
297,Payment Processed,2024-01-13 10:00:00,Finance Team,2024-01-15 16:00:00,54.0
297,Order Packed,2024-01-15 16:00:00,Manager,2024-01-18 13:00:00,69.0
297,Order Shipped,2024-01-18 13:00:00,Logistics,2024-01-19 01:00:00,12.0
297,Order Delivered,2024-01-19 01:00:00,Warehouse,,
298,Order Created,2024-01-16 04:00:00,Warehouse,2024-01-17 23:00:00,43.0
