Case_ID,Activity,Timestamp,Resource
155,Order Created,2024-02-16 23:00:00,System
155,Order Approved,2024-02-17 14:00:00,System
155,Credit Check,2024-02-20 13:00:00,Manager
155,Payment Processed,2024-02-21 15:00:00,Manager
155,Order Packed,2024-02-24 12:00:00,Finance Team
155,Order Shipped,2024-02-25 10:00:00,Warehouse
155,Order Delivered,2024-02-28 05:00:00,Logistics
156,Order Created,2024-01-09 03:00:00,Manager
156,Order Approved,2024-01-11 18:00:00,System
156,Credit Check,2024-01-14 12:00:00,Logistics
156,Payment Processed,2024-01-14 20:00:00,Logistics
156,Order Packed,2024-01-15 13:00:00,Manager
156,Order Shipped,2024-01-17 19:00:00,Logistics
156,Order Delivered,2024-01-18 03:00:00,Manager
157,Order Created,2024-01-31 16:00:00,System
157,Order Approved,2024-02-02 19:00:00,Warehouse
157,Credit Check,2024-02-02 20:00:00,Finance Team
157,Payment Processed,2024-02-03 06:00:00,System
157,Order Packed,2024-02-05 13:00:00,Warehouse
157,Order Shipped,2024-02-05 22:00:00,Manager
157,Order Delivered,2024-02-06 06:00:00,System
158,Order Created,2024-03-02 13:00:00,System
158,Order Approved,2024-03-04 02:00:00,Logistics
158,Credit Check,2024-03-05 02:00:00,Finance Team
158,Payment Processed,2024-03-07 08:00:00,Warehouse
158,Order Packed,2024-03-09 09:00:00,Logistics
158,Order Shipped,2024-03-11 10:00:00,Logistics
158,Order Delivered,2024-03-11 21:00:00,Manager
159,Order Created,2024-01-10 21:00:00,System
159,Order Approved,2024-01-11 20:00:00,Manager
159,Credit Check,2024-01-13 23:00:00,Manager
159,Payment Processed,2024-01-14 16:00:00,Finance Team
159,Order Packed,2024-01-14 17:00:00,System
159,Order Shipped,2024-01-16 08:00:00,Logistics
159,Order Delivered,2024-01-19 06:00:00,Logistics
160,Order Created,2024-02-06 01:00:00,Finance Team
160,Order Approved,2024-02-07 09:00:00,Logistics
160,Credit Check,2024-02-09 06:00:00,Finance Team
160,Payment Processed,2024-02-10 18:00:00,Finance Team
160,Order Packed,2024-02-11 09:00:00,System
160,Order Shipped,2024-02-13 15:00:00,Manager
160,Order Delivered,2024-02-13 18:00:00,Finance Team
161,Order Created,2024-01-14 09:00:00,System
161,Order Approved,2024-01-14 14:00:00,Logistics
161,Credit Check,2024-01-14 21:00:00,Finance Team
161,Payment Processed,2024-01-15 03:00:00,Logistics
161,Order Packed,2024-01-17 12:00:00,Finance Team
161,Order Shipped,2024-01-20 10:00:00,Finance Team
161,Order Delivered,2024-01-20 18:00:00,Finance Team
162,Order Created,2024-02-03 14:00:00,Finance Team
162,Order Approved,2024-02-05 07:00:00,Manager
162,Credit Check,2024-02-07 01:00:00,Finance Team
162,Payment Processed,2024-02-08 16:00:00,Finance Team
162,Order Packed,2024-02-11 11:00:00,Finance Team
162,Order Shipped,2024-02-13 16:00:00,Warehouse
162,Order Delivered,2024-02-15 04:00:00,System
163,Order Created,2024-02-05 23:00:00,Logistics
163,Order Approved,2024-02-08 23:00:00,Logistics
163,Credit Check,2024-02-09 06:00:00,Warehouse
163,Payment Processed,2024-02-11 07:00:00,Manager
163,Order Packed,2024-02-13 00:00:00,Logistics
163,Order Shipped,2024-02-15 05:00:00,Finance Team
163,Order Delivered,2024-02-16 20:00:00,Logistics
164,Order Created,2024-01-14 21:00:00,Logistics
164,Order Approved,2024-01-16 04:00:00,Finance Team
164,Credit Check,2024-01-17 19:00:00,Finance Team
164,Payment Processed,2024-01-20 07:00:00,System
164,Order Packed,2024-01-23 07:00:00,Logistics
164,Order Shipped,2024-01-25 13:00:00,Manager
164,Order Delivered,2024-01-28 09:00:00,Finance Team
165,Order Created,2024-01-26 08:00:00,Warehouse
165,Order Approved,2024-01-27 11:00:00,Warehouse
165,Credit Check,2024-01-27 22:00:00,Logistics
165,Payment Processed,2024-01-29 22:00:00,System
165,Order Packed,2024-02-01 19:00:00,Finance Team
165,Order Shipped,2024-02-02 02:00:00,Warehouse
165,Order Delivered,2024-02-04 03:00:00,Manager
166,Order Created,2024-02-08 06:00:00,System
166,Order Approved,2024-02-09 07:00:00,Manager
166,Credit Check,2024-02-12 07:00:00,Finance Team
166,Payment Processed,2024-02-14 21:00:00,Finance Team
166,Order Packed,2024-02-16 16:00:00,Warehouse
166,Order Shipped,2024-02-16 18:00:00,Finance Team
166,Order Delivered,2024-02-17 19:00:00,System
167,Order Created,2024-02-19 14:00:00,Finance Team
167,Order Approved,2024-02-20 17:00:00,Logistics
167,Credit Check,2024-02-22 00:00:00,Manager
167,Payment Processed,2024-02-23 18:00:00,Warehouse
167,Order Packed,2024-02-25 19:00:00,Logistics
167,Order Shipped,2024-02-28 16:00:00,Warehouse
167,Order Delivered,2024-03-01 08:00:00,Warehouse
168,Order Created,2024-01-26 18:00:00,Logistics
168,Order Approved,2024-01-29 06:00:00,System
168,Credit Check,2024-01-31 19:00:00,Warehouse
168,Payment Processed,2024-02-01 22:00:00,Warehouse
168,Order Packed,2024-02-03 15:00:00,Logistics
168,Order Shipped,2024-02-03 21:00:00,Manager
168,Order Delivered,2024-02-05 02:00:00,Finance Team
169,Order Created,2024-01-03 10:00:00,Manager
169,Order Approved,2024-01-05 16:00:00,Warehouse
169,Credit Check,2024-01-06 12:00:00,Finance Team
169,Payment Processed,2024-01-08 07:00:00,Finance Team
169,Order Packed,2024-01-10 08:00:00,Manager
169,Order Shipped,2024-01-11 16:00:00,Logistics
169,Order Delivered,2024-01-14 15:00:00,Warehouse
170,Order Created,2024-01-19 15:00:00,Logistics
170,Order Approved,2024-01-22 02:00:00,Finance Team
170,Credit Check,2024-01-24 00:00:00,Finance Team
170,Payment Processed,2024-01-24 18:00:00,Manager
170,Order Packed,2024-01-27 09:00:00,Finance Team
170,Order Shipped,2024-01-30 07:00:00,System
170,Order Delivered,2024-02-02 03:00:00,System
171,Order Created,2024-02-23 10:00:00,System
171,Order Approved,2024-02-23 11:00:00,Logistics
171,Credit Check,2024-02-24 05:00:00,Finance Team
171,Payment Processed,2024-02-24 14:00:00,Finance Team
171,Order Packed,2024-02-24 16:00:00,Finance Team
171,Order Shipped,2024-02-27 09:00:00,Logistics
171,Order Delivered,2024-02-29 09:00:00,System
172,Order Created,2024-02-11 14:00:00,Logistics
172,Order Approved,2024-02-11 17:00:00,System
172,Credit Check,2024-02-14 14:00:00,Manager
172,Payment Processed,2024-02-16 19:00:00,System
172,Order Packed,2024-02-16 22:00:00,Manager
172,Order Shipped,2024-02-18 10:00:00,Manager
172,Order Delivered,2024-02-19 23:00:00,System
173,Order Created,2024-02-04 08:00:00,Finance Team
173,Order Approved,2024-02-04 22:00:00,System
173,Credit Check,2024-02-07 18:00:00,Finance Team
173,Payment Processed,2024-02-09 01:00:00,Finance Team
173,Order Packed,2024-02-11 21:00:00,Warehouse
173,Order Shipped,2024-02-13 19:00:00,Warehouse
173,Order Delivered,2024-02-15 22:00:00,System
174,Order Created,2024-01-26 04:00:00,Logistics
174,Order Approved,2024-01-27 12:00:00,Finance Team
174,Credit Check,2024-01-29 03:00:00,System
174,Payment Processed,2024-01-29 08:00:00,System
174,Order Packed,2024-01-31 12:00:00,Logistics
174,Order Shipped,2024-02-02 13:00:00,Manager
174,Order Delivered,2024-02-05 02:00:00,System
175,Order Created,2024-02-10 02:00:00,Finance Team
175,Order Approved,2024-02-10 13:00:00,Logistics
175,Credit Check,2024-02-12 21:00:00,Warehouse
175,Payment Processed,2024-02-13 10:00:00,Manager
175,Order Packed,2024-02-13 16:00:00,Finance Team
175,Order Shipped,2024-02-14 20:00:00,Manager
175,Order Delivered,2024-02-17 09:00:00,Warehouse
176,Order Created,2024-01-03 10:00:00,Warehouse
176,Order Approved,2024-01-06 08:00:00,Manager
176,Credit Check,2024-01-06 13:00:00,Finance Team
176,Payment Processed,2024-01-08 06:00:00,System
176,Order Packed,2024-01-09 09:00:00,Manager
176,Order Shipped,2024-01-10 04:00:00,Logistics
176,Order Delivered,2024-01-10 14:00:00,Warehouse
177,Order Created,2024-01-12 07:00:00,Manager
177,Order Approved,2024-01-14 09:00:00,Manager
177,Credit Check,2024-01-16 04:00:00,Logistics
177,Payment Processed,2024-01-16 22:00:00,System
177,Order Packed,2024-01-19 15:00:00,Warehouse
177,Order Shipped,2024-01-19 22:00:00,System
177,Order Delivered,2024-01-22 06:00:00,Finance Team
178,Order Created,2024-02-23 10:00:00,Warehouse
178,Order Approved,2024-02-25 13:00:00,Warehouse
178,Credit Check,2024-02-25 17:00:00,Warehouse
178,Payment Processed,2024-02-28 03:00:00,Logistics
178,Order Packed,2024-02-29 09:00:00,Warehouse
178,Order Shipped,2024-03-03 08:00:00,Logistics
178,Order Delivered,2024-03-05 16:00:00,Finance Team
179,Order Created,2024-02-15 01:00:00,System
179,Order Approved,2024-02-16 15:00:00,Finance Team
179,Credit Check,2024-02-17 01:00:00,System
179,Payment Processed,2024-02-18 12:00:00,Finance Team
179,Order Packed,2024-02-20 13:00:00,Finance Team
179,Order Shipped,2024-02-22 15:00:00,Warehouse
179,Order Delivered,2024-02-24 14:00:00,System
180,Order Created,2024-01-06 01:00:00,Warehouse
180,Order Approved,2024-01-08 10:00:00,Warehouse
180,Credit Check,2024-01-09 21:00:00,System
180,Payment Processed,2024-01-10 14:00:00,System
180,Order Packed,2024-01-11 14:00:00,Logistics
180,Order Shipped,2024-01-14 00:00:00,Manager
180,Order Delivered,2024-01-17 00:00:00,Manager
181,Order Created,2024-01-27 14:00:00,System
181,Order Approved,2024-01-28 02:00:00,Warehouse
181,Credit Check,2024-01-31 01:00:00,System
181,Payment Processed,2024-02-01 19:00:00,Logistics
181,Order Packed,2024-02-01 21:00:00,Warehouse
181,Order Shipped,2024-02-04 02:00:00,Logistics
181,Order Delivered,2024-02-04 13:00:00,Manager
182,Order Created,2024-02-28 08:00:00,Manager
182,Order Approved,2024-03-02 03:00:00,Finance Team
182,Credit Check,2024-03-04 04:00:00,Finance Team
182,Payment Processed,2024-03-04 22:00:00,Warehouse
182,Order Packed,2024-03-06 13:00:00,Warehouse
182,Order Shipped,2024-03-09 05:00:00,Finance Team
182,Order Delivered,2024-03-09 14:00:00,Finance Team
183,Order Created,2024-01-29 12:00:00,Logistics
183,Order Approved,2024-01-31 03:00:00,Logistics
183,Credit Check,2024-01-31 13:00:00,Warehouse
183,Payment Processed,2024-02-01 22:00:00,Finance Team
183,Order Packed,2024-02-04 14:00:00,Manager
183,Order Shipped,2024-02-05 16:00:00,Logistics
183,Order Delivered,2024-02-06 06:00:00,Finance Team
184,Order Created,2024-01-20 01:00:00,Logistics
184,Order Approved,2024-01-21 20:00:00,Manager
184,Credit Check,2024-01-23 21:00:00,Warehouse
184,Payment Processed,2024-01-26 06:00:00,Warehouse
184,Order Packed,2024-01-28 14:00:00,Manager
184,Order Shipped,2024-01-29 08:00:00,Warehouse
184,Order Delivered,2024-01-31 02:00:00,Manager
185,Order Created,2024-03-02 02:00:00,Logistics
185,Order Approved,2024-03-03 19:00:00,Finance Team
185,Credit Check,2024-03-05 22:00:00,Warehouse
185,Payment Processed,2024-03-07 12:00:00,Logistics
185,Order Packed,2024-03-08 20:00:00,Warehouse
185,Order Shipped,2024-03-10 21:00:00,Warehouse
185,Order Delivered,2024-03-13 00:00:00,Warehouse
186,Order Created,2024-01-09 02:00:00,Manager
186,Order Approved,2024-01-12 00:00:00,Finance Team
186,Credit Check,2024-01-14 23:00:00,System
186,Payment Processed,2024-01-17 11:00:00,Finance Team
186,Order Packed,2024-01-19 20:00:00,Warehouse
186,Order Shipped,2024-01-20 05:00:00,Logistics
186,Order Delivered,2024-01-22 21:00:00,Finance Team
187,Order Created,2024-02-11 15:00:00,Finance Team
187,Order Approved,2024-02-13 00:00:00,Finance Team
187,Credit Check,2024-02-15 07:00:00,Logistics
187,Payment Processed,2024-02-15 17:00:00,Logistics
187,Order Packed,2024-02-18 07:00:00,Manager
187,Order Shipped,2024-02-20 11:00:00,Manager
187,Order Delivered,2024-02-23 04:00:00,Logistics
188,Order Created,2024-02-04 05:00:00,Warehouse
188,Order Approved,2024-02-07 02:00:00,Manager
188,Credit Check,2024-02-07 13:00:00,System
188,Payment Processed,2024-02-08 21:00:00,Warehouse
188,Order Packed,2024-02-09 19:00:00,Manager
188,Order Shipped,2024-02-10 01:00:00,Manager
188,Order Delivered,2024-02-12 05:00:00,Warehouse
189,Order Created,2024-02-22 08:00:00,System
189,Order Approved,2024-02-22 10:00:00,System
189,Credit Check,2024-02-23 20:00:00,Finance Team
189,Payment Processed,2024-02-26 14:00:00,Manager
189,Order Packed,2024-02-29 14:00:00,Manager
189,Order Shipped,2024-03-01 19:00:00,Logistics
189,Order Delivered,2024-03-03 19:00:00,Logistics
190,Order Created,2024-02-01 17:00:00,Finance Team
190,Order Approved,2024-02-03 14:00:00,System
190,Credit Check,2024-02-06 04:00:00,System
190,Payment Processed,2024-02-07 18:00:00,Logistics
190,Order Packed,2024-02-08 05:00:00,System
190,Order Shipped,2024-02-09 00:00:00,Warehouse
190,Order Delivered,2024-02-10 16:00:00,Warehouse
191,Order Created,2024-01-31 03:00:00,Manager
191,Order Approved,2024-02-02 17:00:00,Warehouse
191,Credit Check,2024-02-05 06:00:00,System
191,Payment Processed,2024-02-07 15:00:00,Logistics
191,Order Packed,2024-02-09 08:00:00,System
191,Order Shipped,2024-02-10 23:00:00,System
191,Order Delivered,2024-02-11 14:00:00,System
192,Order Created,2024-02-25 20:00:00,System
192,Order Approved,2024-02-26 18:00:00,Finance Team
192,Credit Check,2024-02-29 13:00:00,Finance Team
192,Payment Processed,2024-03-03 12:00:00,Finance Team
192,Order Packed,2024-03-05 07:00:00,Manager
192,Order Shipped,2024-03-07 14:00:00,Logistics
192,Order Delivered,2024-03-08 20:00:00,Logistics
193,Order Created,2024-02-11 00:00:00,Finance Team
193,Order Approved,2024-02-13 08:00:00,Logistics
193,Credit Check,2024-02-13 12:00:00,Manager
193,Payment Processed,2024-02-14 14:00:00,Logistics
193,Order Packed,2024-02-16 21:00:00,Logistics
193,Order Shipped,2024-02-16 22:00:00,Finance Team
193,Order Delivered,2024-02-18 01:00:00,Warehouse
194,Order Created,2024-02-18 09:00:00,Manager
194,Order Approved,2024-02-18 23:00:00,Manager
194,Credit Check,2024-02-19 23:00:00,Warehouse
194,Payment Processed,2024-02-21 17:00:00,Finance Team
194,Order Packed,2024-02-24 04:00:00,System
194,Order Shipped,2024-02-25 14:00:00,Logistics
194,Order Delivered,2024-02-28 10:00:00,Warehouse
195,Order Created,2024-02-10 02:00:00,Manager
195,Order Approved,2024-02-12 05:00:00,Manager
195,Credit Check,2024-02-12 20:00:00,Warehouse
195,Payment Processed,2024-02-14 18:00:00,Logistics
195,Order Packed,2024-02-15 17:00:00,Warehouse
195,Order Shipped,2024-02-16 04:00:00,Finance Team
195,Order Delivered,2024-02-17 21:00:00,System
196,Order Created,2024-01-17 16:00:00,System
196,Order Approved,2024-01-18 16:00:00,Warehouse
196,Credit Check,2024-01-19 11:00:00,Manager
196,Payment Processed,2024-01-21 13:00:00,Logistics
196,Order Packed,2024-01-22 07:00:00,Manager
196,Order Shipped,2024-01-24 09:00:00,Logistics
196,Order Delivered,2024-01-25 09:00:00,Logistics
197,Order Created,2024-02-12 21:00:00,Finance Team
197,Order Approved,2024-02-15 21:00:00,Finance Team
197,Credit Check,2024-02-18 12:00:00,Warehouse
197,Payment Processed,2024-02-19 06:00:00,Finance Team
197,Order Packed,2024-02-20 23:00:00,Logistics
197,Order Shipped,2024-02-21 06:00:00,Warehouse
197,Order Delivered,2024-02-21 08:00:00,Logistics
198,Order Created,2024-01-10 01:00:00,Logistics
198,Order Approved,2024-01-13 01:00:00,Manager
198,Credit Check,2024-01-15 17:00:00,Logistics
198,Payment Processed,2024-01-18 08:00:00,Logistics
198,Order Packed,2024-01-20 17:00:00,Logistics
198,Order Shipped,2024-01-21 15:00:00,System
198,Order Delivered,2024-01-21 19:00:00,Finance Team
199,Order Created,2024-01-19 05:00:00,Warehouse
199,Order Approved,2024-01-20 10:00:00,Manager
199,Credit Check,2024-01-21 23:00:00,Finance Team
199,Payment Processed,2024-01-24 10:00:00,Manager
199,Order Packed,2024-01-27 02:00:00,Manager
199,Order Shipped,2024-01-29 20:00:00,System
199,Order Delivered,2024-01-30 11:00:00,Warehouse
200,Order Created,2024-02-21 22:00:00,Warehouse
200,Order Approved,2024-02-24 20:00:00,System
200,Credit Check,2024-02-27 05:00:00,Manager
200,Payment Processed,2024-02-28 09:00:00,Logistics
200,Order Packed,2024-02-28 23:00:00,Finance Team
200,Order Shipped,2024-03-01 14:00:00,System
200,Order Delivered,2024-03-04 00:00:00,Warehouse
201,Order Created,2024-01-23 12:00:00,Logistics
201,Order Approved,2024-01-24 04:00:00,Finance Team
201,Credit Check,2024-01-25 07:00:00,Manager
201,Payment Processed,2024-01-27 04:00:00,Manager
201,Order Packed,2024-01-29 11:00:00,Finance Team
201,Order Shipped,2024-01-30 05:00:00,Finance Team
201,Order Delivered,2024-01-31 08:00:00,System
202,Order Created,2024-02-07 21:00:00,Manager
202,Order Approved,2024-02-09 09:00:00,Manager
202,Credit Check,2024-02-12 06:00:00,Finance Team
202,Payment Processed,2024-02-14 00:00:00,Warehouse
202,Order Packed,2024-02-15 14:00:00,Manager
202,Order Shipped,2024-02-17 01:00:00,Manager
202,Order Delivered,2024-02-17 14:00:00,Finance Team
203,Order Created,2024-02-20 05:00:00,System
203,Order Approved,2024-02-21 17:00:00,Finance Team
203,Credit Check,2024-02-22 10:00:00,Finance Team
203,Payment Processed,2024-02-23 05:00:00,Warehouse
203,Order Packed,2024-02-24 13:00:00,Logistics
203,Order Shipped,2024-02-27 04:00:00,Finance Team
203,Order Delivered,2024-02-28 15:00:00,Logistics
204,Order Created,2024-01-27 10:00:00,System
204,Order Approved,2024-01-27 22:00:00,Logistics
204,Credit Check,2024-01-30 16:00:00,Warehouse
204,Payment Processed,2024-02-01 16:00:00,Logistics
204,Order Packed,2024-02-04 07:00:00,Warehouse
204,Order Shipped,2024-02-04 08:00:00,System
204,Order Delivered,2024-02-06 19:00:00,Warehouse
205,Order Created,2024-02-24 09:00:00,Manager
205,Order Approved,2024-02-26 12:00:00,Finance Team
205,Credit Check,2024-02-28 19:00:00,Finance Team
205,Payment Processed,2024-03-02 11:00:00,Warehouse
205,Order Packed,2024-03-04 05:00:00,Warehouse
205,Order Shipped,2024-03-06 01:00:00,Manager
205,Order Delivered,2024-03-06 18:00:00,Manager
206,Order Created,2024-02-26 15:00:00,Warehouse
206,Order Approved,2024-02-26 22:00:00,System
206,Credit Check,2024-02-27 11:00:00,Logistics
206,Payment Processed,2024-02-27 14:00:00,System
206,Order Packed,2024-02-28 11:00:00,Logistics
206,Order Shipped,2024-03-01 22:00:00,System
206,Order Delivered,2024-03-04 05:00:00,Finance Team
207,Order Created,2024-02-14 17:00:00,Warehouse
207,Order Approved,2024-02-15 14:00:00,Warehouse
207,Credit Check,2024-02-16 02:00:00,Warehouse
207,Payment Processed,2024-02-17 11:00:00,System
207,Order Packed,2024-02-19 11:00:00,Finance Team
207,Order Shipped,2024-02-19 18:00:00,Logistics
207,Order Delivered,2024-02-21 10:00:00,Finance Team
208,Order Created,2024-01-28 12:00:00,System
208,Order Approved,2024-01-28 13:00:00,Finance Team
208,Credit Check,2024-01-31 03:00:00,System
208,Payment Processed,2024-01-31 20:00:00,Manager
208,Order Packed,2024-02-02 01:00:00,Manager
208,Order Shipped,2024-02-04 10:00:00,System
208,Order Delivered,2024-02-04 12:00:00,Warehouse
209,Order Created,2024-02-22 16:00:00,Logistics
209,Order Approved,2024-02-23 09:00:00,Logistics
209,Credit Check,2024-02-23 19:00:00,Finance Team
209,Payment Processed,2024-02-25 21:00:00,System
209,Order Packed,2024-02-26 11:00:00,System
209,Order Shipped,2024-02-28 04:00:00,Warehouse
209,Order Delivered,2024-02-29 19:00:00,Finance Team
210,Order Created,2024-01-25 18:00:00,Finance Team
210,Order Approved,2024-01-26 03:00:00,Manager
210,Credit Check,2024-01-26 05:00:00,Manager
210,Payment Processed,2024-01-27 03:00:00,Logistics
210,Order Packed,2024-01-29 00:00:00,Finance Team
210,Order Shipped,2024-01-29 20:00:00,Logistics
210,Order Delivered,2024-02-01 05:00:00,Finance Team
211,Order Created,2024-01-06 13:00:00,Finance Team
211,Order Approved,2024-01-07 05:00:00,Manager
211,Credit Check,2024-01-09 07:00:00,Warehouse
211,Payment Processed,2024-01-11 14:00:00,Warehouse
211,Order Packed,2024-01-12 08:00:00,Finance Team
211,Order Shipped,2024-01-13 20:00:00,System
211,Order Delivered,2024-01-15 04:00:00,Manager
212,Order Created,2024-02-09 13:00:00,System
212,Order Approved,2024-02-11 04:00:00,Finance Team
212,Credit Check,2024-02-13 23:00:00,Manager
212,Payment Processed,2024-02-16 17:00:00,Finance Team
212,Order Packed,2024-02-18 20:00:00,Warehouse
212,Order Shipped,2024-02-19 03:00:00,Finance Team
212,Order Delivered,2024-02-21 19:00:00,Logistics
213,Order Created,2024-01-09 07:00:00,Logistics
213,Order Approved,2024-01-09 17:00:00,Manager
213,Credit Check,2024-01-09 19:00:00,Warehouse
213,Payment Processed,2024-01-11 12:00:00,Finance Team
213,Order Packed,2024-01-13 14:00:00,Manager
213,Order Shipped,2024-01-15 20:00:00,Warehouse
213,Order Delivered,2024-01-18 18:00:00,Finance Team
214,Order Created,2024-02-20 13:00:00,System
214,Order Approved,2024-02-20 16:00:00,Manager
214,Credit Check,2024-02-21 01:00:00,System
214,Payment Processed,2024-02-22 11:00:00,Finance Team
214,Order Packed,2024-02-22 17:00:00,System
214,Order Shipped,2024-02-24 20:00:00,Manager
214,Order Delivered,2024-02-26 09:00:00,Manager
215,Order Created,2024-02-21 06:00:00,Logistics
215,Order Approved,2024-02-23 10:00:00,System
215,Credit Check,2024-02-26 07:00:00,Manager
215,Payment Processed,2024-02-27 03:00:00,Warehouse
215,Order Packed,2024-02-27 14:00:00,Warehouse
215,Order Shipped,2024-02-28 01:00:00,Manager
215,Order Delivered,2024-02-29 04:00:00,Finance Team
216,Order Created,2024-02-05 18:00:00,Logistics
216,Order Approved,2024-02-06 03:00:00,Warehouse
216,Credit Check,2024-02-08 11:00:00,Finance Team
216,Payment Processed,2024-02-08 19:00:00,Finance Team
216,Order Packed,2024-02-09 07:00:00,Logistics
216,Order Shipped,2024-02-09 22:00:00,Logistics
216,Order Delivered,2024-02-10 06:00:00,Warehouse
217,Order Created,2024-02-12 23:00:00,System
217,Order Approved,2024-02-13 01:00:00,Finance Team
217,Credit Check,2024-02-13 03:00:00,Finance Team
217,Payment Processed,2024-02-15 19:00:00,Warehouse
217,Order Packed,2024-02-18 14:00:00,Manager
217,Order Shipped,2024-02-20 00:00:00,Finance Team
217,Order Delivered,2024-02-22 00:00:00,Finance Team
218,Order Created,2024-02-18 11:00:00,System
218,Order Approved,2024-02-18 15:00:00,Warehouse
218,Credit Check,2024-02-20 22:00:00,Warehouse
218,Payment Processed,2024-02-23 18:00:00,System
218,Order Packed,2024-02-25 04:00:00,Manager
218,Order Shipped,2024-02-25 14:00:00,Logistics
218,Order Delivered,2024-02-28 01:00:00,Manager
219,Order Created,2024-01-24 08:00:00,Logistics
219,Order Approved,2024-01-25 06:00:00,Warehouse
219,Credit Check,2024-01-26 03:00:00,Warehouse
219,Payment Processed,2024-01-26 17:00:00,Manager
219,Order Packed,2024-01-27 08:00:00,Finance Team
219,Order Shipped,2024-01-30 02:00:00,System
219,Order Delivered,2024-01-30 08:00:00,System
220,Order Created,2024-01-16 06:00:00,Logistics
220,Order Approved,2024-01-18 05:00:00,Logistics
220,Credit Check,2024-01-19 01:00:00,Finance Team
220,Payment Processed,2024-01-19 06:00:00,Manager
220,Order Packed,2024-01-21 12:00:00,Finance Team
220,Order Shipped,2024-01-23 06:00:00,Finance Team
220,Order Delivered,2024-01-25 12:00:00,Warehouse
221,Order Created,2024-01-18 10:00:00,Manager
221,Order Approved,2024-01-20 10:00:00,System
221,Credit Check,2024-01-23 03:00:00,System
221,Payment Processed,2024-01-24 02:00:00,Finance Team
221,Order Packed,2024-01-26 21:00:00,System
221,Order Shipped,2024-01-29 01:00:00,System
221,Order Delivered,2024-01-31 13:00:00,Warehouse
222,Order Created,2024-02-20 16:00:00,Warehouse
222,Order Approved,2024-02-21 04:00:00,Manager
222,Credit Check,2024-02-23 15:00:00,System
222,Payment Processed,2024-02-25 15:00:00,Finance Team
222,Order Packed,2024-02-27 05:00:00,Manager
222,Order Shipped,2024-02-28 20:00:00,Manager
222,Order Delivered,2024-03-01 04:00:00,Logistics
223,Order Created,2024-01-26 16:00:00,Finance Team
223,Order Approved,2024-01-29 14:00:00,Finance Team
223,Credit Check,2024-01-30 10:00:00,System
223,Payment Processed,2024-02-01 15:00:00,System
223,Order Packed,2024-02-02 21:00:00,Manager
223,Order Shipped,2024-02-04 18:00:00,System
223,Order Delivered,2024-02-06 13:00:00,System
224,Order Created,2024-02-20 01:00:00,Warehouse
224,Order Approved,2024-02-20 15:00:00,Finance Team
224,Credit Check,2024-02-23 11:00:00,Finance Team
224,Payment Processed,2024-02-25 17:00:00,Logistics
224,Order Packed,2024-02-26 01:00:00,Finance Team
224,Order Shipped,2024-02-27 13:00:00,System
224,Order Delivered,2024-02-27 19:00:00,Finance Team
225,Order Created,2024-02-29 19:00:00,Logistics
225,Order Approved,2024-03-02 19:00:00,Logistics
225,Credit Check,2024-03-03 06:00:00,Manager
225,Payment Processed,2024-03-03 19:00:00,Manager
225,Order Packed,2024-03-04 13:00:00,Logistics
225,Order Shipped,2024-03-04 23:00:00,Manager
225,Order Delivered,2024-03-05 07:00:00,Logistics
226,Order Created,2024-02-12 17:00:00,Finance Team
226,Order Approved,2024-02-14 07:00:00,Warehouse
226,Credit Check,2024-02-16 00:00:00,Logistics
226,Payment Processed,2024-02-17 18:00:00,Warehouse
226,Order Packed,2024-02-20 04:00:00,Warehouse
226,Order Shipped,2024-02-21 10:00:00,System
226,Order Delivered,2024-02-22 12:00:00,Finance Team
227,Order Created,2024-02-19 14:00:00,Finance Team
227,Order Approved,2024-02-20 04:00:00,Finance Team
227,Credit Check,2024-02-22 14:00:00,Logistics
227,Payment Processed,2024-02-24 07:00:00,Logistics
227,Order Packed,2024-02-24 23:00:00,Manager
227,Order Shipped,2024-02-26 21:00:00,Finance Team
227,Order Delivered,2024-02-29 07:00:00,Warehouse
228,Order Created,2024-01-31 10:00:00,System
228,Order Approved,2024-01-31 22:00:00,Finance Team
228,Credit Check,2024-02-02 13:00:00,Manager
228,Payment Processed,2024-02-02 19:00:00,Finance Team
228,Order Packed,2024-02-04 13:00:00,Finance Team
228,Order Shipped,2024-02-05 01:00:00,Finance Team
228,Order Delivered,2024-02-06 23:00:00,Logistics
229,Order Created,2024-02-02 07:00:00,Warehouse
229,Order Approved,2024-02-03 17:00:00,Finance Team
229,Credit Check,2024-02-03 21:00:00,Logistics
229,Payment Processed,2024-02-06 07:00:00,Manager
229,Order Packed,2024-02-09 06:00:00,Finance Team
229,Order Shipped,2024-02-09 19:00:00,Logistics
229,Order Delivered,2024-02-10 09:00:00,Finance Team
230,Order Created,2024-01-08 02:00:00,System
230,Order Approved,2024-01-09 07:00:00,Finance Team
230,Credit Check,2024-01-10 09:00:00,Logistics
230,Payment Processed,2024-01-12 09:00:00,System
230,Order Packed,2024-01-13 19:00:00,System
230,Order Shipped,2024-01-13 22:00:00,System
230,Order Delivered,2024-01-15 00:00:00,Logistics
231,Order Created,2024-02-21 17:00:00,System
231,Order Approved,2024-02-23 12:00:00,System
231,Credit Check,2024-02-23 18:00:00,Logistics
231,Payment Processed,2024-02-24 01:00:00,Finance Team
231,Order Packed,2024-02-26 09:00:00,Logistics
231,Order Shipped,2024-02-29 01:00:00,System
